Sender ID,Msg ID (dec),Msg ID (hex),Msg Name,Msg Length,TOW [s],Data
39016,23,0x0017,THREAD-STATE,34,,IMU aux | 0.0 % | 2060 B
39016,23,0x0017,THREAD-STATE,34,,manage RTC | 0.0 % | 1988 B
39016,23,0x0017,THREAD-STATE,34,,ndb | 0.0 % | 1276 B
39016,23,0x0017,THREAD-STATE,34,,NAP Tracking | 15.6 % | 30524 B
39016,23,0x0017,THREAD-STATE,34,,decode | 0.9 % | 1052 B
39016,23,0x0017,THREAD-STATE,34,,manage acq | 75.3 % | 14452 B
39016,23,0x0017,THREAD-STATE,34,,system monitor | 0.0 % | 1492 B
39016,23,0x0017,THREAD-STATE,34,,Watchdog | 0.0 % | 1172 B
39016,23,0x0017,THREAD-STATE,34,,me_calc_pvt | 1.3 % | 65532 B
39016,23,0x0017,THREAD-STATE,34,,starling | 5.0 % | 65532 B
39016,23,0x0017,THREAD-STATE,34,,time matched obs | 0.0 % | 65532 B
39016,23,0x0017,THREAD-STATE,34,,PPS | 0.0 % | 196 B
39016,23,0x0017,THREAD-STATE,34,,spectrum analyzer | 0.0 % | 4100 B
39016,2304,0x0900,IMU-RAW,25,179489.108,
39016,2304,0x0900,IMU-RAW,25,179489.113,
39016,2304,0x0900,IMU-RAW,25,179489.118,
39016,2304,0x0900,IMU-RAW,25,179489.123,
39016,2304,0x0900,IMU-RAW,25,179489.128,
39016,2304,0x0900,IMU-RAW,25,179489.133,
39016,2306,0x0902,MAG-RAW,19,179489.133,
39016,2304,0x0900,IMU-RAW,25,179489.138,
39016,2304,0x0900,IMU-RAW,25,179489.143,
39016,2304,0x0900,IMU-RAW,25,179489.148,
39016,2304,0x0900,IMU-RAW,25,179489.153,
39016,2304,0x0900,IMU-RAW,25,179489.158,
39016,2304,0x0900,IMU-RAW,25,179489.163,
39016,2304,0x0900,IMU-RAW,25,179489.168,
39016,2304,0x0900,IMU-RAW,25,179489.173,
39016,2306,0x0902,MAG-RAW,19,179489.173,
39016,2304,0x0900,IMU-RAW,25,179489.178,
39016,2304,0x0900,IMU-RAW,25,179489.183,
39016,2304,0x0900,IMU-RAW,25,179489.188,
39016,2304,0x0900,IMU-RAW,25,179489.193,
39016,2304,0x0900,IMU-RAW,25,179489.198,
39016,74,0x004A,OBS,223,179489.200,Msg 1 of 1 (12) [G17-L1C:PCDAr:48.8] [G6-L1C:PCDAr:47.0] [G19-L1C:PCDAr:48.0] [G15-L1C:PCDAr:51.3] [G13-L1C:PCDAr:48.8] [R18-G1C:PCDAr:42.0] [R17-G1C:PCDAr:44.3] [R19-G1C:PCDAr:48.0] [R15-G1C:PCDAr:49.5] [R18-G2C:PCDAr:46.0] [R17-G2C:PCDAr:33.8] [R19-G2C:PCDAr:44.0]
39016,2304,0x0900,IMU-RAW,25,179489.203,
39016,258,0x0102,GPS-TIME,19,179489.200,Wk: 1991
39016,259,0x0103,UTC-TIME,24,179489.200,2018-03-06 01:51:11.199 | UTC Offset: NVM
39016,522,0x020A,POS-LLA,42,179489.200,SPS | Lat: 44.5654147 deg | Lon: -123.2719879 deg | Alt: 41.936 m | Used SVs: 9
39016,521,0x0209,POS-ECEF,40,179489.200,SPS | X: -2497094.108 m | Y: -3805515.690 m | Z: 4453099.361 m | Used SVs: 9
39016,526,0x020E,VEL-NED,30,179489.200,COG: 82.87 deg | SOG: 0.02 m/s | Vert Vel: -0.02 m/s
39016,525,0x020D,VEL-ECEF,28,179489.200,X: 0.021 m/s | Y: 0.003 m/s | Z: -0.012 m/s
39016,520,0x0208,DOPS,23,179489.200,HDOP: 1.4 | PDOP: 1.9
39016,2304,0x0900,IMU-RAW,25,179489.208,
39016,2304,0x0900,IMU-RAW,25,179489.213,
39016,2306,0x0902,MAG-RAW,19,179489.213,
39016,2304,0x0900,IMU-RAW,25,179489.218,
39016,2304,0x0900,IMU-RAW,25,179489.223,
39016,2304,0x0900,IMU-RAW,25,179489.228,
39016,2304,0x0900,IMU-RAW,25,179489.233,
39016,2304,0x0900,IMU-RAW,25,179489.237,
39016,2304,0x0900,IMU-RAW,25,179489.242,
39016,2304,0x0900,IMU-RAW,25,179489.247,
39016,2304,0x0900,IMU-RAW,25,179489.252,
39016,2306,0x0902,MAG-RAW,19,179489.252,
39016,30,0x001E,ACQ-SV-PROFILE,78,,
39016,31,0x001F,ACQ-RESULT,24,,
39016,2304,0x0900,IMU-RAW,25,179489.257,
39016,2304,0x0900,IMU-RAW,25,179489.262,
39016,2304,0x0900,IMU-RAW,25,179489.267,
39016,2304,0x0900,IMU-RAW,25,179489.272,
39016,2304,0x0900,IMU-RAW,25,179489.277,
39016,2304,0x0900,IMU-RAW,25,179489.282,
39016,2304,0x0900,IMU-RAW,25,179489.287,
39016,2304,0x0900,IMU-RAW,25,179489.292,
39016,2306,0x0902,MAG-RAW,19,179489.292,
39016,2304,0x0900,IMU-RAW,25,179489.297,
39016,74,0x004A,OBS,223,179489.300,Msg 1 of 1 (12) [G17-L1C:PCDAr:48.8] [G6-L1C:PCDAr:46.8] [G19-L1C:PCDAr:48.0] [G15-L1C:PCDAr:51.3] [G13-L1C:PCDAr:48.5] [R18-G1C:PCDAr:42.0] [R17-G1C:PCDAr:44.3] [R19-G1C:PCDAr:48.0] [R15-G1C:PCDAr:49.5] [R18-G2C:PCDAr:45.8] [R17-G2C:PCDAr:33.8] [R19-G2C:PCDAr:43.8]
39016,2304,0x0900,IMU-RAW,25,179489.302,
39016,258,0x0102,GPS-TIME,19,179489.300,Wk: 1991
39016,259,0x0103,UTC-TIME,24,179489.300,2018-03-06 01:51:11.299 | UTC Offset: NVM
39016,522,0x020A,POS-LLA,42,179489.300,SPS | Lat: 44.5654155 deg | Lon: -123.2719879 deg | Alt: 41.947 m | Used SVs: 9
39016,521,0x0209,POS-ECEF,40,179489.300,SPS | X: -2497094.074 m | Y: -3805515.643 m | Z: 4453099.436 m | Used SVs: 9
39016,526,0x020E,VEL-NED,30,179489.300,COG: 227.86 deg | SOG: 0.03 m/s | Vert Vel: 0.01 m/s
39016,525,0x020D,VEL-ECEF,28,179489.300,X: -0.029 m/s | Y: -0.006 m/s | Z: -0.005 m/s
39016,520,0x0208,DOPS,23,179489.300,HDOP: 1.4 | PDOP: 1.9
39016,2304,0x0900,IMU-RAW,25,179489.307,
39016,2304,0x0900,IMU-RAW,25,179489.312,
39016,2304,0x0900,IMU-RAW,25,179489.317,
39016,2305,0x0901,IMU-AUX,12,,Acc: 8 g | Gyr: 1000 deg/s | Timu: 20.5 C
39016,2304,0x0900,IMU-RAW,25,179489.322,
39016,2304,0x0900,IMU-RAW,25,179489.327,
39016,2304,0x0900,IMU-RAW,25,179489.332,
39016,2306,0x0902,MAG-RAW,19,179489.332,
39016,2304,0x0900,IMU-RAW,25,179489.337,
39016,2304,0x0900,IMU-RAW,25,179489.342,
39016,2304,0x0900,IMU-RAW,25,179489.347,
39016,2304,0x0900,IMU-RAW,25,179489.352,
39016,2304,0x0900,IMU-RAW,25,179489.357,
39016,2304,0x0900,IMU-RAW,25,179489.362,
39016,2304,0x0900,IMU-RAW,25,179489.367,
39016,2304,0x0900,IMU-RAW,25,179489.372,
39016,2306,0x0902,MAG-RAW,19,179489.372,
39016,2304,0x0900,IMU-RAW,25,179489.376,
39016,2304,0x0900,IMU-RAW,25,179489.381,
39016,2304,0x0900,IMU-RAW,25,179489.386,
39016,2304,0x0900,IMU-RAW,25,179489.391,
39016,2304,0x0900,IMU-RAW,25,179489.396,
39016,74,0x004A,OBS,223,179489.400,Msg 1 of 1 (12) [G17-L1C:PCDAr:48.8] [G6-L1C:PCDAr:46.8] [G19-L1C:PCDAr:48.0] [G15-L1C:PCDAr:51.3] [G13-L1C:PCDAr:48.5] [R18-G1C:PCDAr:42.0] [R17-G1C:PCDAr:44.3] [R19-G1C:PCDAr:48.0] [R15-G1C:PCDAr:49.5] [R18-G2C:PCDAr:45.8] [R17-G2C:PCDAr:33.8] [R19-G2C:PCDAr:43.8]
39016,2304,0x0900,IMU-RAW,25,179489.401,
39016,258,0x0102,GPS-TIME,19,179489.400,Wk: 1991
39016,259,0x0103,UTC-TIME,24,179489.400,2018-03-06 01:51:11.399 | UTC Offset: NVM
39016,522,0x020A,POS-LLA,42,179489.400,SPS | Lat: 44.5654164 deg | Lon: -123.2719878 deg | Alt: 41.940 m | Used SVs: 9
39016,521,0x0209,POS-ECEF,40,179489.400,SPS | X: -2497094.028 m | Y: -3805515.588 m | Z: 4453099.497 m | Used SVs: 9
39016,526,0x020E,VEL-NED,30,179489.400,COG: 3.01 deg | SOG: 0.03 m/s | Vert Vel: 0.02 m/s
39016,525,0x020D,VEL-ECEF,28,179489.400,X: -0.001 m/s | Y: -0.004 m/s | Z: 0.031 m/s
39016,520,0x0208,DOPS,23,179489.400,HDOP: 1.4 | PDOP: 1.9
39016,2304,0x0900,IMU-RAW,25,179489.406,
39016,2304,0x0900,IMU-RAW,25,179489.411,
39016,2306,0x0902,MAG-RAW,19,179489.411,
39016,2304,0x0900,IMU-RAW,25,179489.416,
39016,2304,0x0900,IMU-RAW,25,179489.421,
39016,2304,0x0900,IMU-RAW,25,179489.426,
39016,2304,0x0900,IMU-RAW,25,179489.431,
39016,2304,0x0900,IMU-RAW,25,179489.436,
39016,2304,0x0900,IMU-RAW,25,179489.441,
39016,65,0x0041,TRK-STATE,172,,Trk SVs: 10 | L1: 5 | L2: 3 | G1: 5 | G2: 4
39016,2304,0x0900,IMU-RAW,25,179489.446,
39016,2304,0x0900,IMU-RAW,25,179489.451,
39016,2306,0x0902,MAG-RAW,19,179489.451,
39016,2304,0x0900,IMU-RAW,25,179489.456,
39016,2304,0x0900,IMU-RAW,25,179489.461,
39016,2304,0x0900,IMU-RAW,25,179489.466,
39016,2304,0x0900,IMU-RAW,25,179489.471,
39016,2304,0x0900,IMU-RAW,25,179489.476,
39016,2304,0x0900,IMU-RAW,25,179489.481,
39016,2304,0x0900,IMU-RAW,25,179489.486,
39016,2304,0x0900,IMU-RAW,25,179489.491,
39016,2306,0x0902,MAG-RAW,19,179489.491,
39016,2304,0x0900,IMU-RAW,25,179489.496,
39016,74,0x004A,OBS,223,179489.500,Msg 1 of 1 (12) [G17-L1C:PCDAr:48.5] [G6-L1C:PCDAr:46.8] [G19-L1C:PCDAr:47.8] [G15-L1C:PCDAr:51.3] [G13-L1C:PCDAr:48.5] [R18-G1C:PCDAr:42.0] [R17-G1C:PCDAr:44.3] [R19-G1C:PCDAr:48.0] [R15-G1C:PCDAr:49.5] [R18-G2C:PCDAr:46.0] [R17-G2C:PCDAr:34.0] [R19-G2C:PCDAr:44.0]
39016,2304,0x0900,IMU-RAW,25,179489.501,
39016,258,0x0102,GPS-TIME,19,179489.500,Wk: 1991
39016,259,0x0103,UTC-TIME,24,179489.500,2018-03-06 01:51:11.499 | UTC Offset: NVM
39016,522,0x020A,POS-LLA,42,179489.500,SPS | Lat: 44.5654167 deg | Lon: -123.2719881 deg | Alt: 41.968 m | Used SVs: 9
39016,521,0x0209,POS-ECEF,40,179489.500,SPS | X: -2497094.046 m | Y: -3805515.571 m | Z: 4453099.542 m | Used SVs: 9
39016,526,0x020E,VEL-NED,30,179489.500,COG: 192.99 deg | SOG: 0.01 m/s | Vert Vel: 0.00 m/s
39016,525,0x020D,VEL-ECEF,28,179489.500,X: -0.009 m/s | Y: -0.008 m/s | Z: -0.007 m/s
39016,520,0x0208,DOPS,23,179489.500,HDOP: 1.4 | PDOP: 1.9
39016,2304,0x0900,IMU-RAW,25,179489.506,
39016,2304,0x0900,IMU-RAW,25,179489.510,
39016,2304,0x0900,IMU-RAW,25,179489.515,
39016,2304,0x0900,IMU-RAW,25,179489.520,
39016,2304,0x0900,IMU-RAW,25,179489.525,
39016,2304,0x0900,IMU-RAW,25,179489.530,
39016,2306,0x0902,MAG-RAW,19,179489.530,
39016,2304,0x0900,IMU-RAW,25,179489.535,
39016,2304,0x0900,IMU-RAW,25,179489.540,
39016,2304,0x0900,IMU-RAW,25,179489.545,
39016,2304,0x0900,IMU-RAW,25,179489.550,
39016,2304,0x0900,IMU-RAW,25,179489.555,
39016,2304,0x0900,IMU-RAW,25,179489.560,
39016,2304,0x0900,IMU-RAW,25,179489.565,
39016,2304,0x0900,IMU-RAW,25,179489.570,
39016,2306,0x0902,MAG-RAW,19,179489.570,
39016,2304,0x0900,IMU-RAW,25,179489.575,
39016,2304,0x0900,IMU-RAW,25,179489.580,
39016,2304,0x0900,IMU-RAW,25,179489.585,
39016,2304,0x0900,IMU-RAW,25,179489.590,
39016,2304,0x0900,IMU-RAW,25,179489.595,
39016,74,0x004A,OBS,223,179489.600,Msg 1 of 1 (12) [G17-L1C:PCDAr:48.5] [G6-L1C:PCDAr:46.5] [G19-L1C:PCDAr:47.8] [G15-L1C:PCDAr:51.3] [G13-L1C:PCDAr:48.5] [R18-G1C:PCDAr:42.0] [R17-G1C:PCDAr:44.0] [R19-G1C:PCDAr:48.0] [R15-G1C:PCDAr:49.5] [R18-G2C:PCDAr:46.0] [R17-G2C:PCDAr:34.0] [R19-G2C:PCDAr:44.0]
39016,2304,0x0900,IMU-RAW,25,179489.600,
39016,2304,0x0900,IMU-RAW,25,179489.605,
39016,258,0x0102,GPS-TIME,19,179489.600,Wk: 1991
39016,259,0x0103,UTC-TIME,24,179489.600,2018-03-06 01:51:11.599 | UTC Offset: NVM
39016,522,0x020A,POS-LLA,42,179489.600,SPS | Lat: 44.5654173 deg | Lon: -123.2719886 deg | Alt: 42.015 m | Used SVs: 9
39016,521,0x0209,POS-ECEF,40,179489.600,SPS | X: -2497094.067 m | Y: -3805515.535 m | Z: 4453099.628 m | Used SVs: 9
39016,526,0x020E,VEL-NED,30,179489.600,COG: 163.61 deg | SOG: 0.04 m/s | Vert Vel: 0.01 m/s
39016,525,0x020D,VEL-ECEF,28,179489.600,X: -0.008 m/s | Y: -0.030 m/s | Z: -0.019 m/s
39016,520,0x0208,DOPS,23,179489.600,HDOP: 1.4 | PDOP: 1.9
39016,2304,0x0900,IMU-RAW,25,179489.610,
39016,2306,0x0902,MAG-RAW,19,179489.610,
39016,2304,0x0900,IMU-RAW,25,179489.615,
39016,2304,0x0900,IMU-RAW,25,179489.620,
39016,2304,0x0900,IMU-RAW,25,179489.625,
39016,2304,0x0900,IMU-RAW,25,179489.630,
39016,2304,0x0900,IMU-RAW,25,179489.635,
39016,2304,0x0900,IMU-RAW,25,179489.640,
39016,2304,0x0900,IMU-RAW,25,179489.645,
39016,2304,0x0900,IMU-RAW,25,179489.649,
39016,2306,0x0902,MAG-RAW,19,179489.649,
39016,2304,0x0900,IMU-RAW,25,179489.654,
39016,2304,0x0900,IMU-RAW,25,179489.659,
39016,2304,0x0900,IMU-RAW,25,179489.664,
39016,2304,0x0900,IMU-RAW,25,179489.669,
39016,2304,0x0900,IMU-RAW,25,179489.674,
39016,2304,0x0900,IMU-RAW,25,179489.679,
39016,2304,0x0900,IMU-RAW,25,179489.684,
39016,2304,0x0900,IMU-RAW,25,179489.689,
39016,2306,0x0902,MAG-RAW,19,179489.689,
39016,2304,0x0900,IMU-RAW,25,179489.694,
39016,74,0x004A,OBS,223,179489.700,Msg 1 of 1 (12) [G17-L1C:PCDAr:48.5] [G6-L1C:PCDAr:46.5] [G19-L1C:PCDAr:47.8] [G15-L1C:PCDAr:51.5] [G13-L1C:PCDAr:48.5] [R18-G1C:PCDAr:41.8] [R17-G1C:PCDAr:44.0] [R19-G1C:PCDAr:48.0] [R15-G1C:PCDAr:49.5] [R18-G2C:PCDAr:46.0] [R17-G2C:PCDAr:34.3] [R19-G2C:PCDAr:44.3]
39016,2304,0x0900,IMU-RAW,25,179489.699,
39016,2304,0x0900,IMU-RAW,25,179489.704,
39016,258,0x0102,GPS-TIME,19,179489.700,Wk: 1991
39016,259,0x0103,UTC-TIME,24,179489.700,2018-03-06 01:51:11.699 | UTC Offset: NVM
39016,522,0x020A,POS-LLA,42,179489.700,SPS | Lat: 44.5654173 deg | Lon: -123.2719886 deg | Alt: 42.060 m | Used SVs: 9
39016,521,0x0209,POS-ECEF,40,179489.700,SPS | X: -2497094.089 m | Y: -3805515.558 m | Z: 4453099.660 m | Used SVs: 9
39016,526,0x020E,VEL-NED,30,179489.700,COG: 8.88 deg | SOG: 0.10 m/s | Vert Vel: -0.08 m/s
39016,525,0x020D,VEL-ECEF,28,179489.700,X: 0.063 m/s | Y: 0.078 m/s | Z: -0.008 m/s
39016,520,0x0208,DOPS,23,179489.700,HDOP: 1.4 | PDOP: 1.9
39016,2304,0x0900,IMU-RAW,25,179489.709,
39016,2304,0x0900,IMU-RAW,25,179489.714,
39016,2304,0x0900,IMU-RAW,25,179489.719,
39016,2304,0x0900,IMU-RAW,25,179489.724,
39016,2304,0x0900,IMU-RAW,25,179489.729,
39016,2306,0x0902,MAG-RAW,19,179489.729,
39016,2304,0x0900,IMU-RAW,25,179489.734,
39016,2304,0x0900,IMU-RAW,25,179489.739,
39016,2304,0x0900,IMU-RAW,25,179489.744,
39016,2304,0x0900,IMU-RAW,25,179489.749,
39016,2304,0x0900,IMU-RAW,25,179489.754,
39016,2304,0x0900,IMU-RAW,25,179489.759,
39016,2304,0x0900,IMU-RAW,25,179489.764,
39016,2304,0x0900,IMU-RAW,25,179489.769,
39016,2306,0x0902,MAG-RAW,19,179489.769,
39016,2304,0x0900,IMU-RAW,25,179489.774,
39016,2304,0x0900,IMU-RAW,25,179489.779,
39016,2304,0x0900,IMU-RAW,25,179489.784,
39016,2304,0x0900,IMU-RAW,25,179489.788,
39016,2304,0x0900,IMU-RAW,25,179489.793,
39016,2304,0x0900,IMU-RAW,25,179489.798,
39016,74,0x004A,OBS,223,179489.800,Msg 1 of 1 (12) [G17-L1C:PCDAr:48.8] [G6-L1C:PCDAr:46.5] [G19-L1C:PCDAr:48.0] [G15-L1C:PCDAr:51.5] [G13-L1C:PCDAr:48.5] [R18-G1C:PCDAr:41.8] [R17-G1C:PCDAr:44.0] [R19-G1C:PCDAr:48.0] [R15-G1C:PCDAr:49.5] [R18-G2C:PCDAr:46.3] [R17-G2C:PCDAr:34.5] [R19-G2C:PCDAr:44.3]
39016,2304,0x0900,IMU-RAW,25,179489.803,
39016,258,0x0102,GPS-TIME,19,179489.800,Wk: 1991
39016,259,0x0103,UTC-TIME,24,179489.800,2018-03-06 01:51:11.799 | UTC Offset: NVM
39016,522,0x020A,POS-LLA,42,179489.800,SPS | Lat: 44.5654171 deg | Lon: -123.2719886 deg | Alt: 42.100 m | Used SVs: 9
39016,521,0x0209,POS-ECEF,40,179489.800,SPS | X: -2497094.116 m | Y: -3805515.596 m | Z: 4453099.670 m | Used SVs: 9
39016,526,0x020E,VEL-NED,30,179489.800,COG: 201.80 deg | SOG: 0.06 m/s | Vert Vel: 0.05 m/s
39016,525,0x020D,VEL-ECEF,28,179489.800,X: -0.042 m/s | Y: -0.043 m/s | Z: 0.016 m/s
39016,520,0x0208,DOPS,23,179489.800,HDOP: 1.4 | PDOP: 1.9
39016,2304,0x0900,IMU-RAW,25,179489.808,
39016,2306,0x0902,MAG-RAW,19,179489.808,
39016,2304,0x0900,IMU-RAW,25,179489.813,
39016,2304,0x0900,IMU-RAW,25,179489.818,
39016,2304,0x0900,IMU-RAW,25,179489.823,
39016,2304,0x0900,IMU-RAW,25,179489.828,
39016,2304,0x0900,IMU-RAW,25,179489.833,
39016,2304,0x0900,IMU-RAW,25,179489.838,
39016,2304,0x0900,IMU-RAW,25,179489.843,
39016,2304,0x0900,IMU-RAW,25,179489.848,
39016,2306,0x0902,MAG-RAW,19,179489.848,
39016,2304,0x0900,IMU-RAW,25,179489.853,
39016,2304,0x0900,IMU-RAW,25,179489.858,
39016,2304,0x0900,IMU-RAW,25,179489.863,
39016,2304,0x0900,IMU-RAW,25,179489.868,
39016,2304,0x0900,IMU-RAW,25,179489.873,
39016,2304,0x0900,IMU-RAW,25,179489.878,
39016,2304,0x0900,IMU-RAW,25,179489.883,
39016,2304,0x0900,IMU-RAW,25,179489.888,
39016,2306,0x0902,MAG-RAW,19,179489.888,
39016,2304,0x0900,IMU-RAW,25,179489.893,
39016,29,0x001D,UART-STATE,82,,0.0 0.0 0 0 0.0 0.0 | 0.0 0.0 0 0 0.0 0.0 | 0.0 0.0 0 0 0.0 0.0 | -0.0 0.0 0.0 -0.0 | -0.0 0.0 0.0 -0.0
39016,2304,0x0900,IMU-RAW,25,179489.898,
39016,74,0x004A,OBS,223,179489.900,Msg 1 of 1 (12) [G17-L1C:PCDAr:48.8] [G6-L1C:PCDAr:46.8] [G19-L1C:PCDAr:48.0] [G15-L1C:PCDAr:51.8] [G13-L1C:PCDAr:48.8] [R18-G1C:PCDAr:41.8] [R17-G1C:PCDAr:44.0] [R19-G1C:PCDAr:48.3] [R15-G1C:PCDAr:49.8] [R18-G2C:PCDAr:46.3] [R17-G2C:PCDAr:34.5] [R19-G2C:PCDAr:44.5]
39016,2304,0x0900,IMU-RAW,25,179489.903,
39016,258,0x0102,GPS-TIME,19,179489.900,Wk: 1991
39016,259,0x0103,UTC-TIME,24,179489.900,2018-03-06 01:51:11.899 | UTC Offset: NVM
39016,522,0x020A,POS-LLA,42,179489.900,SPS | Lat: 44.5654166 deg | Lon: -123.2719886 deg | Alt: 42.077 m | Used SVs: 9
39016,521,0x0209,POS-ECEF,40,179489.900,SPS | X: -2497094.123 m | Y: -3805515.618 m | Z: 4453099.614 m | Used SVs: 9
39016,526,0x020E,VEL-NED,30,179489.900,COG: 229.40 deg | SOG: 0.01 m/s | Vert Vel: 0.01 m/s
39016,525,0x020D,VEL-ECEF,28,179489.900,X: -0.013 m/s | Y: -0.006 m/s | Z: 0.004 m/s
39016,520,0x0208,DOPS,23,179489.900,HDOP: 1.4 | PDOP: 1.9
39016,2304,0x0900,IMU-RAW,25,179489.908,
39016,2304,0x0900,IMU-RAW,25,179489.913,
39016,2304,0x0900,IMU-RAW,25,179489.918,
39016,2304,0x0900,IMU-RAW,25,179489.923,
39016,2304,0x0900,IMU-RAW,25,179489.927,
39016,2306,0x0902,MAG-RAW,19,179489.927,
39016,2304,0x0900,IMU-RAW,25,179489.932,
39016,2304,0x0900,IMU-RAW,25,179489.937,
39016,2304,0x0900,IMU-RAW,25,179489.942,
39016,65,0x0041,TRK-STATE,172,,Trk SVs: 10 | L1: 5 | L2: 3 | G1: 5 | G2: 4
39016,2304,0x0900,IMU-RAW,25,179489.947,
39016,2304,0x0900,IMU-RAW,25,179489.952,
39016,2304,0x0900,IMU-RAW,25,179489.957,
39016,2304,0x0900,IMU-RAW,25,179489.962,
39016,2304,0x0900,IMU-RAW,25,179489.967,
39016,2306,0x0902,MAG-RAW,19,179489.967,
39016,2304,0x0900,IMU-RAW,25,179489.972,
39016,2304,0x0900,IMU-RAW,25,179489.977,
39016,2304,0x0900,IMU-RAW,25,179489.982,
39016,2304,0x0900,IMU-RAW,25,179489.987,
39016,2304,0x0900,IMU-RAW,25,179489.992,
39016,2304,0x0900,IMU-RAW,25,179489.997,
39016,74,0x004A,OBS,223,179490.000,Msg 1 of 1 (12) [G17-L1C:PCDAr:48.8] [G6-L1C:PCDAr:46.8] [G19-L1C:PCDAr:48.0] [G15-L1C:PCDAr:51.8] [G13-L1C:PCDAr:48.8] [R18-G1C:PCDAr:41.8] [R17-G1C:PCDAr:44.0] [R19-G1C:PCDAr:48.3] [R15-G1C:PCDAr:49.8] [R18-G2C:PCDAr:46.3] [R17-G2C:PCDAr:34.8] [R19-G2C:PCDAr:44.5]
39016,2304,0x0900,IMU-RAW,25,179490.002,
39016,258,0x0102,GPS-TIME,19,179490.000,Wk: 1991
39016,259,0x0103,UTC-TIME,24,179490.000,2018-03-06 01:51:11.999 | UTC Offset: NVM
39016,522,0x020A,POS-LLA,42,179490.000,SPS | Lat: 44.5654161 deg | Lon: -123.2719886 deg | Alt: 42.023 m | Used SVs: 9
39016,521,0x0209,POS-ECEF,40,179490.000,SPS | X: -2497094.122 m | Y: -3805515.620 m | Z: 4453099.536 m | Used SVs: 9
39016,526,0x020E,VEL-NED,30,179490.000,COG: 135.00 deg | SOG: 0.01 m/s | Vert Vel: -0.00 m/s
39016,525,0x020D,VEL-ECEF,28,179490.000,X: 0.003 m/s | Y: -0.008 m/s | Z: -0.006 m/s
39016,520,0x0208,DOPS,23,179490.000,HDOP: 1.4 | PDOP: 1.9
39016,2304,0x0900,IMU-RAW,25,179490.007,
39016,2306,0x0902,MAG-RAW,19,179490.007,
39016,2304,0x0900,IMU-RAW,25,179490.012,
39016,2304,0x0900,IMU-RAW,25,179490.017,
39016,2304,0x0900,IMU-RAW,25,179490.022,
39016,2304,0x0900,IMU-RAW,25,179490.027,
39016,2304,0x0900,IMU-RAW,25,179490.032,
39016,2304,0x0900,IMU-RAW,25,179490.037,
39016,2304,0x0900,IMU-RAW,25,179490.042,
39016,2304,0x0900,IMU-RAW,25,179490.047,
39016,2306,0x0902,MAG-RAW,19,179490.047,
39016,2304,0x0900,IMU-RAW,25,179490.052,
39016,2304,0x0900,IMU-RAW,25,179490.057,
39016,2304,0x0900,IMU-RAW,25,179490.062,
39016,2304,0x0900,IMU-RAW,25,179490.066,
39016,2304,0x0900,IMU-RAW,25,179490.071,
39016,2304,0x0900,IMU-RAW,25,179490.076,
39016,2304,0x0900,IMU-RAW,25,179490.081,
39016,2304,0x0900,IMU-RAW,25,179490.086,
39016,2306,0x0902,MAG-RAW,19,179490.086,
39016,2304,0x0900,IMU-RAW,25,179490.091,
39016,2304,0x0900,IMU-RAW,25,179490.096,
39016,74,0x004A,OBS,223,179490.100,Msg 1 of 1 (12) [G17-L1C:PCDAr:48.8] [G6-L1C:PCDAr:46.8] [G19-L1C:PCDAr:48.0] [G15-L1C:PCDAr:51.8] [G13-L1C:PCDAr:48.5] [R18-G1C:PCDAr:41.8] [R17-G1C:PCDAr:44.0] [R19-G1C:PCDAr:48.3] [R15-G1C:PCDAr:49.8] [R18-G2C:PCDAr:46.3] [R17-G2C:PCDAr:34.8] [R19-G2C:PCDAr:44.5]
39016,2304,0x0900,IMU-RAW,25,179490.101,
39016,258,0x0102,GPS-TIME,19,179490.100,Wk: 1991
39016,259,0x0103,UTC-TIME,24,179490.100,2018-03-06 01:51:12.099 | UTC Offset: NVM
39016,522,0x020A,POS-LLA,42,179490.100,SPS | Lat: 44.5654156 deg | Lon: -123.2719882 deg | Alt: 42.038 m | Used SVs: 9
39016,521,0x0209,POS-ECEF,40,179490.100,SPS | X: -2497094.124 m | Y: -3805515.676 m | Z: 4453099.509 m | Used SVs: 9
39016,526,0x020E,VEL-NED,30,179490.100,COG: 135.00 deg | SOG: 0.01 m/s | Vert Vel: 0.00 m/s
39016,525,0x020D,VEL-ECEF,28,179490.100,X: 0.003 m/s | Y: -0.013 m/s | Z: -0.004 m/s
39016,520,0x0208,DOPS,23,179490.100,HDOP: 1.4 | PDOP: 1.9
39016,65535,0xFFFF,HEARTBEAT,12,,ANT OK | NAP OK | IO OK | SYS OK
39016,2304,0x0900,IMU-RAW,25,179490.106,
39016,2304,0x0900,IMU-RAW,25,179490.111,
39016,2304,0x0900,IMU-RAW,25,179490.116,
39016,2304,0x0900,IMU-RAW,25,179490.121,
39016,30,0x001E,ACQ-SV-PROFILE,78,,
39016,31,0x001F,ACQ-RESULT,24,,
39016,2304,0x0900,IMU-RAW,25,179490.126,
39016,2306,0x0902,MAG-RAW,19,179490.126,
39016,2304,0x0900,IMU-RAW,25,179490.131,
39016,2304,0x0900,IMU-RAW,25,179490.136,
39016,181,0x00B5,DEVICE-MONITOR,18,,Vin: 5.92 V | Tcpu: 31.8 C
39016,2304,0x0900,IMU-RAW,25,179490.141,
39016,2304,0x0900,IMU-RAW,25,179490.146,
39016,2304,0x0900,IMU-RAW,25,179490.151,
